Taxon,UTM10x10,UTM1x1,Ref
Thalictrum speciosissimum,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Torilis nodosa,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Conium maculatum,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Torilis leptophylla,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Althaea officinalis,30TVK44,30TVK4448,https://www.doi.org/10.15470/akznrb
Trifolium tomentosum,30TVK44,30TVK4147,https://www.doi.org/10.15470/akznrb
Salix purpurea,30TVL22,30TVL2527,https://www.doi.org/10.15470/akznrb
Sideritis hirsuta,30TVL22,30TVL2526,https://www.doi.org/10.15470/akznrb
Tanacetum corymbosum,30TVL22,30TVL2526,https://www.doi.org/10.15470/akznrb
Nepeta tuberosa,30TVL33,30TVL3231,https://www.doi.org/10.15470/akznrb
Phlomis herba-venti,30TVK57,30TVK5371,https://www.doi.org/10.15470/akznrb
Andryala integrifolia,30TUK85,30TUK8859,https://www.doi.org/10.15470/akznrb
Andryala integrifolia,30TUK85,30TUK8859,https://www.doi.org/10.15470/akznrb
Cistus ladanifer ladanifer,30TUK85,---,https://www.doi.org/10.15470/akznrb
Reseda suffruticosa,30TVK53,30TVK5639,https://www.doi.org/10.15470/akznrb
Crupina crupinastrum,30TVK64,30TVK6041,https://www.doi.org/10.15470/akznrb
Crupina vulgaris,30TVK64,30TVK6041,https://www.doi.org/10.15470/akznrb
Crupina vulgaris,30TVK64,30TVK6041,https://www.doi.org/10.15470/akznrb
Lepidium cardamines,30TVK64,30TVK6142,https://www.doi.org/10.15470/akznrb
Centaurea aspera aspera,30TVK77,30TVK7477,https://www.doi.org/10.15470/akznrb
Hyssopus officinalis,30TVK77,30TVK7477,https://www.doi.org/10.15470/akznrb
Lavandula latifolia,30TVK77,30TVK7477,https://www.doi.org/10.15470/akznrb
Senecio gallicus,30TVK83,30TVK8035,https://www.doi.org/10.15470/akznrb
Limonium dichotomum,30TVK83,30TVK8034,https://www.doi.org/10.15470/akznrb
Pterocephalidium diandrum,30TVK17,---,https://www.doi.org/10.15470/akznrb
Callitriche brutia,30TVK18,30TVK1581,https://www.doi.org/10.15470/akznrb
Callitriche lusitanica,30TVK18,30TVK1581,https://www.doi.org/10.15470/akznrb
Arbutus unedo,30TVK08,---,https://www.doi.org/10.15470/akznrb
Quercus ilex ballota,30TVK08,---,https://www.doi.org/10.15470/akznrb
Santolina rosmarinifolia,30TVK08,---,https://www.doi.org/10.15470/akznrb
Thymus zygis zygis,30TVK08,---,https://www.doi.org/10.15470/akznrb
Adenocarpus telonensis,30SVF07,30SVF0871,https://www.doi.org/10.15470/akznrb
Narcissus baeticus,30SUF06,30SUF0261,https://www.doi.org/10.15470/akznrb
Rhagadiolus stellatus,30SUF06,30SUF0261,https://www.doi.org/10.15470/akznrb
Arabis parvula,30SUF06,30SUF0261,https://www.doi.org/10.15470/akznrb
Viola demetria,30SUF69,30SUF6290,https://www.doi.org/10.15470/akznrb
Glossopappus macrotus,30SUG60,30SUG6703,https://www.doi.org/10.15470/akznrb
Campanula dichotoma,30SUF15,30SUF1551,https://www.doi.org/10.15470/akznrb
Crambe filiformis,30SUF47,30SUF4379,https://www.doi.org/10.15470/akznrb
Linum tenue,30SUF38,30SUF3880,https://www.doi.org/10.15470/akznrb
Lavandula stoechas stoechas,30STF93,30STF9835,https://www.doi.org/10.15470/akznrb
Genista triacanthos,30STF93,30STF9736,https://www.doi.org/10.15470/akznrb
Anthyllis polycephala,30STF97,30STF9673,https://www.doi.org/10.15470/akznrb
Crocus nevadensis,30SUF04,30SUF0240,https://www.doi.org/10.15470/akznrb
Ononis speciosa,30SUF97,---,https://www.doi.org/10.15470/akznrb
Calicotome villosa,30SUG88,30SUG8082,https://www.doi.org/10.15470/akznrb
Genista haenseleri,30SUF34,---,https://www.doi.org/10.15470/akznrb
Lavandula lanata,30SUF15,---,https://www.doi.org/10.15470/akznrb
Antirrhinum australe,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Carduus rivasgodayanus,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Centaurea carratracensis,30SUF47,30SUF4079,https://www.doi.org/10.15470/akznrb
Adenocarpus telonensis,30SUF03,30SUF0533,https://www.doi.org/10.15470/akznrb
Anthericum liliago liliago,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Alyssum serpyllifolium,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Arenaria capillipes,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Centaurea lainzii,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Centaurea haenseleri,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Festuca ampla ampla,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Melica minuta,30SXF08,30SXF0983,https://www.doi.org/10.15470/akznrb
Bupleurum acutifolium,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Halimium atriplicifolium atriplicifolium,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Dianthus boissieri,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Adenocarpus telonensis,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Eryngium dilatatum,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Brachypodium phoenicoides,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Euphorbia flavicoma flavicoma,30SVFo8,30SVFo983,https://www.doi.org/10.15470/akznrb
Aegilops triuncialis,30SVF08,30SVF0983,https://www.doi.org/10.15470/akznrb
Thymus baeticus,30SUF03,30SUF0236,https://www.doi.org/10.15470/akznrb
Saxifraga gemmulosa,30SVF04,30SVF0440,https://www.doi.org/10.15470/akznrb
Genista triacanthos,30SVF04,30SVF0440,https://www.doi.org/10.15470/akznrb
Lavandula dentata,30SUF76,30SUF7269,https://www.doi.org/10.15470/akznrb
Dittrichia viscosa viscosa,30SUF94,30SUF9446,https://www.doi.org/10.15470/akznrb
Armeria colorata,30SUF04,30SUF0341,https://www.doi.org/10.15470/akznrb
Saxifraga gemmulosa,30SUF04,30SUF0341,https://www.doi.org/10.15470/akznrb
Scrophularia scorodonia,30SUF04,30SUF0340,https://www.doi.org/10.15470/akznrb
Saxifraga globulifera,30STF97,---,https://www.doi.org/10.15470/akznrb
Ulex borgiae,30SUF26,30SUF2264,https://www.doi.org/10.15470/akznrb
Anthyllis cytisoides,30SUF26,30SUF2264,https://www.doi.org/10.15470/akznrb
Putoria calabrica,30SUF26,30SUF2264,https://www.doi.org/10.15470/akznrb
Rosmarinus officinalis,30SUF76,30SUF7269,https://www.doi.org/10.15470/akznrb
Anagallis arvensis,30SUF76,30SUF7269,https://www.doi.org/10.15470/akznrb
Calicotome villosa,30STF64,30STF6846,https://www.doi.org/10.15470/akznrb
Ruta angustifolia,30SWH80,30SWH8008,https://www.doi.org/10.15470/akznrb
Sedum acre,30SWH80,30SWH8008,https://www.doi.org/10.15470/akznrb
Brachypodium retusum,30SWH80,30SWH8008,https://www.doi.org/10.15470/akznrb
Arctostaphylos uva-ursi,30SWH80,30SWH8008,https://www.doi.org/10.15470/akznrb
Helianthemum violaceum,30SWH81,30SWH8010,https://www.doi.org/10.15470/akznrb
Anagallis arvensis,30SWH81,30SWH8010,https://www.doi.org/10.15470/akznrb
Trigonella polyceratia,30SWH81,30SWH8011,https://www.doi.org/10.15470/akznrb
Bromus hordeaceus hordeaceus,30SWH81,30SWH8011,https://www.doi.org/10.15470/akznrb
Aegilops geniculata,30SWH81,30SWH8011,https://www.doi.org/10.15470/akznrb
Plantago albicans,30SWH81,30SWH8011,https://www.doi.org/10.15470/akznrb
Crucianella angustifolia,30SWH81,30SWH8011,https://www.doi.org/10.15470/akznrb
Aegilops triuncialis,30SWH81,30SWH8011,https://www.doi.org/10.15470/akznrb
Stipa parviflora,30SWH80,30SWH8107,https://www.doi.org/10.15470/akznrb
Hormathophylla spinosa,30SWH80,30SWH8109,https://www.doi.org/10.15470/akznrb
Helianthemum ledifolium,30SWH81,30SWH8111,https://www.doi.org/10.15470/akznrb
Convolvulus lineatus,30SWH80,30SWH8208,https://www.doi.org/10.15470/akznrb
Wangenheimia lima,30SWH80,30SWH8208,https://www.doi.org/10.15470/akznrb
Melica minuta,30SWH80,30SWH8208,https://www.doi.org/10.15470/akznrb
Dianthus broteri,30SWH80,30SWH8209,https://www.doi.org/10.15470/akznrb
Saponaria ocymoides,30SWH80,30SWH8209,https://www.doi.org/10.15470/akznrb
Bituminaria bituminosa,30SWH80,30SWH8209,https://www.doi.org/10.15470/akznrb
Asperula aristata scabra,30SWH81,30SWH8210,https://www.doi.org/10.15470/akznrb
Ruta montana,30SWH81,30SWH8210,https://www.doi.org/10.15470/akznrb
Linaria aeruginea aeruginea,30SWH81,30SWH8210,https://www.doi.org/10.15470/akznrb
Aphyllanthes monspeliensis,30SWH81,30SWH8210,https://www.doi.org/10.15470/akznrb
Convolvulus arvensis,30SWH81,30SWH8210,https://www.doi.org/10.15470/akznrb
Viola cazorlensis,30SWH81,30SWH8210,https://www.doi.org/10.15470/akznrb
Polygala rupestris,30SWH81,30SWH8210,https://www.doi.org/10.15470/akznrb
Genista scorpius,30SWH81,30SWH8211,https://www.doi.org/10.15470/akznrb
Artemisia barrelieri,30SWH81,30SWH8211,https://www.doi.org/10.15470/akznrb
Mercurialis tomentosa,30SWH80,30SWH8309,https://www.doi.org/10.15470/akznrb
Iberis carnosa granatensis,30SWH80,30SWH8309,https://www.doi.org/10.15470/akznrb
Lithodora fruticosa,30SWH81,30SWH8310,https://www.doi.org/10.15470/akznrb
Thymelaea tartonraira valentina,30SWH81,30SWH8310,https://www.doi.org/10.15470/akznrb
Genista scorpius,30SWH80,30SWH8509,https://www.doi.org/10.15470/akznrb
Neslia paniculata thracica,30SWH80,30SWH8509,https://www.doi.org/10.15470/akznrb
Biscutella auriculata,30SWH80,30SWH8509,https://www.doi.org/10.15470/akznrb
Buglossoides arvensis arvensis,30SWH80,30SWH8509,https://www.doi.org/10.15470/akznrb
Muscari neglectum,30SWH80,30SWH8509,https://www.doi.org/10.15470/akznrb
Erophila verna,30SWH80,30SWH8509,https://www.doi.org/10.15470/akznrb
Scandix pecten-veneris,30SWH80,30SWH8509,https://www.doi.org/10.15470/akznrb
Eruca vesicaria,30SWH81,30SWH8510,https://www.doi.org/10.15470/akznrb
Hypecoum procumbens,30SWH81,30SWH8510,https://www.doi.org/10.15470/akznrb
Valantia hispida,30SWH81,30SWH8510,https://www.doi.org/10.15470/akznrb
Echinaria capitata,30SWH81,30SWH8510,https://www.doi.org/10.15470/akznrb
Sinapis arvensis,30SWH81,30SWH8510,https://www.doi.org/10.15470/akznrb
Asterolinon linum-stellatum,30SWH81,30SWH8510,https://www.doi.org/10.15470/akznrb
Coronilla scorpioides,30SWH91,30SWH9910,https://www.doi.org/10.15470/akznrb
Helleborus foetidus,30SWH70,30SWH7909,https://www.doi.org/10.15470/akznrb
Papaver rhoeas,30SWH71,30SWH7811,https://www.doi.org/10.15470/akznrb
Lavandula dentata,30SXG66,30SXG6261,https://www.doi.org/10.15470/akznrb
Teucrium carthaginense,30SYG06,30SYG0166,https://www.doi.org/10.15470/akznrb
Anthemis chrysantha,30SXG65,30SXG6157,https://www.doi.org/10.15470/akznrb
Tetraclinis articulata,30SXG96,30SXG9162,https://www.doi.org/10.15470/akznrb
Valerianella discoidea,30SXG66,30SXG6262,https://www.doi.org/10.15470/akznrb
Erophaca baetica baetica,30SXG66,30SXG6265,https://www.doi.org/10.15470/akznrb
Lathyrus setifolius,30SXH01,30SXH0512,https://www.doi.org/10.15470/akznrb
Biscutella valentina valentina,30SXH32,30SXH3429,https://www.doi.org/10.15470/akznrb
Asteriscus aquaticus,30SXG96,---,https://www.doi.org/10.15470/akznrb
Sanguisorba ancistroides,30SXH04,30SXH0746,https://www.doi.org/10.15470/akznrb
Launaea lanifera,30SXG23,---,https://www.doi.org/10.15470/akznrb
Limonium echioides,30SXG96,---,https://www.doi.org/10.15470/akznrb
Periploca laevigata,30SXG96,---,https://www.doi.org/10.15470/akznrb
Polygala rupestris,30SXG66,---,https://www.doi.org/10.15470/akznrb
Limonium caesium,30SXJ87,30SXJ8977,https://www.doi.org/10.15470/akznrb
Helianthemum cinereum cinereum,30SXG66,---,https://www.doi.org/10.15470/akznrb
Colutea arborescens,30SXG66,---,https://www.doi.org/10.15470/akznrb
Anthyllis cytisoides,30SXG66,---,https://www.doi.org/10.15470/akznrb
Polygala rupestris,30SXG66,---,https://www.doi.org/10.15470/akznrb
Limonium insigne,30SXG45,---,https://www.doi.org/10.15470/akznrb
Anthyllis cytisoides,30SXG45,---,https://www.doi.org/10.15470/akznrb
Matthiola parviflora,30SXG45,---,https://www.doi.org/10.15470/akznrb
Linaria simplex,30SXH71,---,https://www.doi.org/10.15470/akznrb
Haplophyllum rosmarinifolium,30SXH04,30SXH0746,https://www.doi.org/10.15470/akznrb
Polygala rupestris,30SXH04,30SXH0746,https://www.doi.org/10.15470/akznrb
Diplotaxis harra lagascana,30SXH62,30SXH6521,https://www.doi.org/10.15470/akznrb
Tamarix boveana,30SXH62,30SXH6521,https://www.doi.org/10.15470/akznrb
Coronilla minima lotoides,30SXH63,30SXH6038,https://www.doi.org/10.15470/akznrb
Thymus membranaceus,30SXG58,30SXG5189,https://www.doi.org/10.15470/akznrb
Periploca laevigata,30SXG65,30SXG6256,https://www.doi.org/10.15470/akznrb
Silene secundiflora,30SXG65,30SXG6257,https://www.doi.org/10.15470/akznrb
Lotus edulis,30SXG65,30SXG6257,https://www.doi.org/10.15470/akznrb
Ononis ornithopodioides,30SXG65,30SXG6257,https://www.doi.org/10.15470/akznrb
Helianthemum almeriense,30SXG69,30SXG6699,https://www.doi.org/10.15470/akznrb
Teucrium pseudochamaepitys,30SXG86,30SXG8862,https://www.doi.org/10.15470/akznrb
Euphorbia lagascae,30SXGo7,---,https://www.doi.org/10.15470/akznrb
Ononis speciosa,30SXG35,30SXG3155,https://www.doi.org/10.15470/akznrb
Malva parviflora,30SXG35,30SXG3155,https://www.doi.org/10.15470/akznrb
Filago pyramidata,30SXG35,30SXG3155,https://www.doi.org/10.15470/akznrb
Andryala ragusina,30SXG35,30SXG3155,https://www.doi.org/10.15470/akznrb
Sideritis leucantha,30SXG35,30SXG3155,https://www.doi.org/10.15470/akznrb
Plantago lanceolata,30SWG88,30SWG8980,https://www.doi.org/10.15470/akznrb
Lavandula dentata,30SXG96,---,https://www.doi.org/10.15470/akznrb
Lavatera maritima,30SXG96,---,https://www.doi.org/10.15470/akznrb
Cosentinia vellea,30SXG96,---,https://www.doi.org/10.15470/akznrb
Ptilostemon hispanicus,30SXG96,---,https://www.doi.org/10.15470/akznrb
Lonicera implexa,30SXG96,---,https://www.doi.org/10.15470/akznrb
Nigella damascena,30SXG96,---,https://www.doi.org/10.15470/akznrb
Sideritis leucantha,30SXG45,30SXG4959,https://www.doi.org/10.15470/akznrb
Limonium lobatum,30SXG65,---,https://www.doi.org/10.15470/akznrb
Frankenia corymbosa,30SXG65,---,https://www.doi.org/10.15470/akznrb
Hypericum ericoides ericoides,30SWH93,---,https://www.doi.org/10.15470/akznrb
Bupleurum fruticescens fruticescens,30SWH93,---,https://www.doi.org/10.15470/akznrb
Sorbus domestica,30SWH83,30SWH8234,https://www.doi.org/10.15470/akznrb
Doronicum plantagineum,30SWH93,30SWH9035,https://www.doi.org/10.15470/akznrb
Ptychotis saxifraga,30SWH61,30SWH6313,https://www.doi.org/10.15470/akznrb
Scabiosa turolensis turolensis,30SWH61,30SWH6313,https://www.doi.org/10.15470/akznrb
Erysimum mediohispanicum,30SWH61,30SWH6313,https://www.doi.org/10.15470/akznrb
Biscutella valentina valentina,30SWH61,30SWH6313,https://www.doi.org/10.15470/akznrb
Macrosyringion longiflorum,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Coris monspeliensis monspeliensis,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Ononis aragonensis,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Ononis pusilla pusilla,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Genista pumila pumila,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Potentilla caulescens,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Anthyllis vulneraria gandogeri,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Arenaria modesta modesta,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Silene legionensis,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Aethionema marginatum,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Anarrhinum laxiflorum,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Santolina elegans,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Epipactis atrorubens,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Pimpinella tragium lithophila,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Laserpitium gallicum orospedanum,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Sideritis incana,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Campanula rotundifolia hispanica,30SWH61,30SWH6414,https://www.doi.org/10.15470/akznrb
Stipa parviflora,30SXH14,30SXH1144,https://www.doi.org/10.15470/akznrb
Suaeda splendens,30SXH60,30SXH6505,https://www.doi.org/10.15470/akznrb
Asteriscus maritimus,30SXG96,30SXG9161,https://www.doi.org/10.15470/akznrb
Limonium sinuatum,30SXG96,30SXG9062,https://www.doi.org/10.15470/akznrb
Teucrium franchetianum,30SXH32,---,https://www.doi.org/10.15470/akznrb
Helianthemum violaceum,30SXG99,30SXG9690,https://www.doi.org/10.15470/akznrb
Helichrysum stoechas,30SXG98,30SXG9785,https://www.doi.org/10.15470/akznrb
Silene ramosissima,30SXG98,30SXG9787,https://www.doi.org/10.15470/akznrb
Paronychia suffruticosa suffruticosa,30SXG98,30SXG9787,https://www.doi.org/10.15470/akznrb
Anthyllis cytisoides,30SXH73,30SXH7133,https://www.doi.org/10.15470/akznrb
Diplotaxis harra lagascana,30SXG59,30SXG5092,https://www.doi.org/10.15470/akznrb
Campanula erinus,30SXG59,30SXG5092,https://www.doi.org/10.15470/akznrb
Scrophularia tanacetifolia,30SXG59,30SXG5092,https://www.doi.org/10.15470/akznrb
Pistacia lentiscus,30SXG96,30SXG9666,https://www.doi.org/10.15470/akznrb
Stipa tenacissima,30SXH55,30SXH5155,https://www.doi.org/10.15470/akznrb
Salsola oppositifolia,30SXH55,30SXH5155,https://www.doi.org/10.15470/akznrb
Withania frutescens,30SXG34,30SXG3345,https://www.doi.org/10.15470/akznrb
Helianthemum violaceum,30SXH55,30SXH5556,https://www.doi.org/10.15470/akznrb
Genista scorpius,30SXH55,30SXH5556,https://www.doi.org/10.15470/akznrb
Phagnalon saxatile,30SXH55,30SXH5556,https://www.doi.org/10.15470/akznrb
Lavatera maritima,30SWH80,30SWH8209,https://www.doi.org/10.15470/akznrb
Anthyllis lagascana,30SXH57,---,https://www.doi.org/10.15470/akznrb
Viburnum opulus,30TWN95,30TWN9252,https://www.doi.org/10.15470/akznrb
Pimpinella tragium lithophila,30TWN73,30TWN7230,https://www.doi.org/10.15470/akznrb
Anthyllis montana,30TWN73,30TWN7230,https://www.doi.org/10.15470/akznrb
Andryala integrifolia,30TWN64,---,https://www.doi.org/10.15470/akznrb
Ephedra fragilis fragilis,30TWM89,30TWM8791,https://www.doi.org/10.15470/akznrb
Scutellaria galericulata,30TXN04,30TXN0344,https://www.doi.org/10.15470/akznrb
Lythrum portula,30TXN16,30TXN1664,https://www.doi.org/10.15470/akznrb
Polystichum setiferum,30TWN86,30TWN8163,https://www.doi.org/10.15470/akznrb
Saxifraga hirsuta hirsuta,30TXN08,30TXN0585,https://www.doi.org/10.15470/akznrb
Solanum dulcamara,30TXN08,30TXN0282,https://www.doi.org/10.15470/akznrb
Campanula erinus,30TXM17,30TXM1970,https://www.doi.org/10.15470/akznrb
Ranunculus penicillatus,30TXN45,30TXN4156,https://www.doi.org/10.15470/akznrb
Cephalaria leucantha,30TWN73,30TWN7236,https://www.doi.org/10.15470/akznrb
Valeriana tuberosa,30TXN00,30TXN0303,https://www.doi.org/10.15470/akznrb
Silaum silaus,30TXN05,30TXN0456,https://www.doi.org/10.15470/akznrb
Aster linosyris,30TXN13,30TXN1433,https://www.doi.org/10.15470/akznrb
Senecio lagascanus,30TXM35,30TXM3959,https://www.doi.org/10.15470/akznrb
Helictotrichon cantabricum,30TXM35,30TXM3659,https://www.doi.org/10.15470/akznrb
Potamogeton gramineus,30TWN34,30TWN3749,https://www.doi.org/10.15470/akznrb
Scutellaria minor,30TXN27,30TXN2979,https://www.doi.org/10.15470/akznrb
Hypericum elodes,30TXN27,30TXN2979,https://www.doi.org/10.15470/akznrb
Stegnogramma pozoi,30TXN39,30TXN3091,https://www.doi.org/10.15470/akznrb
Carex distans,30TXN04,30TXN0444,https://www.doi.org/10.15470/akznrb
Gratiola officinalis,30TXN04,30TXN0443,https://www.doi.org/10.15470/akznrb
Scutellaria galericulata,30TXN04,30TXN0443,https://www.doi.org/10.15470/akznrb
Dryopteris filix-mas,30TXN75,30TXN7953,https://www.doi.org/10.15470/akznrb
Abies alba,30TXN55,---,https://www.doi.org/10.15470/akznrb
Veronica officinalis,30TXN56,30TXN5462,https://www.doi.org/10.15470/akznrb
Sambucus racemosa,30TXN56,30TXN5462,https://www.doi.org/10.15470/akznrb
Equisetum ramosissimum,30TXM24,30TXM2949,https://www.doi.org/10.15470/akznrb
Ranunculus flammula,30TXN36,30TXN3660,https://www.doi.org/10.15470/akznrb
Genista tinctoria,30TXN36,30TXN3660,https://www.doi.org/10.15470/akznrb
Lonicera periclymenum periclymenum,30TXN36,30TXN3660,https://www.doi.org/10.15470/akznrb
Clematis vitalba,30TWN42,30TWN4420,https://www.doi.org/10.15470/akznrb
Cistus psilosepalus,30TWN42,30TWN4420,https://www.doi.org/10.15470/akznrb
Daboecia cantabrica,30TWN41,30TWN4719,https://www.doi.org/10.15470/akznrb
Bupleurum angulosum,30TWN41,30TWN4819,https://www.doi.org/10.15470/akznrb
Asplenium viride,30TXN75,---,https://www.doi.org/10.15470/akznrb
Frankenia pulverulenta,30TXM08,30TXM0887,https://www.doi.org/10.15470/akznrb
Urtica pilulifera,30TXM18,30TXM1088,https://www.doi.org/10.15470/akznrb
Cyperus fuscus,30TVM14,30TVM1149,https://www.doi.org/10.15470/akznrb
Rhamnus cathartica,30TWN94,30TWN9745,https://www.doi.org/10.15470/akznrb
Asplenium fontanum fontanum,30TXN24,30TXN2848,https://www.doi.org/10.15470/akznrb
Legousia scabra,30TWN93,30TWN9639,https://www.doi.org/10.15470/akznrb
Ranunculus flammula,30TXN16,30TXN1266,https://www.doi.org/10.15470/akznrb
Lythrum portula,30TXN16,30TXN1266,https://www.doi.org/10.15470/akznrb
Polygonum arenastrum,30TWN14,30TWN1040,https://www.doi.org/10.15470/akznrb
Carpinus betulus,30TXN08,30TXN0282,https://www.doi.org/10.15470/akznrb
Isopyrum thalictroides,30TWN84,30TWN8546,https://www.doi.org/10.15470/akznrb
Prunella vulgaris,30TWN82,30TWN8024,https://www.doi.org/10.15470/akznrb
